question,correct,difficulty_level,time,quiz_area,option_0,option_1,option_2,option_3
Que signifie « kɑ̌'wū » ?,une promesse.,2,15,Mbíághə̀ə̀,une promesse.,la gale.,les narines.,le mollet.
Que signifie « kʉ̌'zə̄h » ?,le strabisme.,4,15,Mbíághə̀ə̀,le strabisme.,les parapluies.,bélier.,moitié.
Que signifie « mbàkngòfāt » ?,mois de mars.,2,15,Mbíághə̀ə̀,mois de mars.,le sanglier.,chauve.,les narines.
Que signifie « mfʉ̀ɑ̀'wèn » ?,un imitateur.,2,15,Mbíághə̀ə̀,un imitateur.,"tisser, natter.",sourd.,le tapis.
Que signifie « mfʉ̀'nā » ?,corps humain.,1,15,Mbíághə̀ə̀,corps humain.,l'élastique.,le litre.,sourd.
Que signifie « ncʉ̀ʉ̀ » ?,"bâton, canne.",2,15,Mbíághə̀ə̀,"bâton, canne.",ascenseur,le strabisme.,l'église.
Que signifie « ndʉ̄ɑ̀hù » ?,la pharmacie.,2,15,Mbíághə̀ə̀,la pharmacie., un kamikaze, la girafe,le singe.
Que signifie « njá'nshù » ?, l'harmonica.,4,15,Mbíághə̀ə̀, l'harmonica.,le singe.,charpentier.,progestérone.
Que signifie « nkɑ̌'nsìnsìì » ?,blennorragie.,4,15,Mbíághə̀ə̀,blennorragie.,"coller, s'unir.",la pharmacie.,sept.
Que signifie « nshǐnámʉ̀nzhwīē » ?,progestérone.,4,15,Mbíághə̀ə̀,progestérone.,la cuillère.,le cercueil., le clou.
Que signifie « nshǔsāk » ?,bec d'oiseau.,1,15,Mbíághə̀ə̀,bec d'oiseau.,pleurer.,grand.,progestérone.
Que signifie « vǎmbà' » ?,la dysenterie,2,15,Mbíághə̀ə̀,la dysenterie,l'essuie pied.,asperger.,prétexter.
Que signifie « ghēēsì » ?,fréquentation.,3,15,Mbíághə̀ə̀,fréquentation.,l'aimant,la bière.,le litre.
Que signifie « lə̀ə̄tòòtōm » ?,  boulangerie.,2,15,Mbíághə̀ə̀,  boulangerie.,mensonge.,le singe.,l'essuie pied.
Que signifie « mɑ̄ngà' » ?,fourmi soldat.,3,15,Mbíághə̀ə̀,fourmi soldat.,les plats.,le défilé.,la bière.
Que signifie « mbíénə̀ə̀ » ?,"finesse, ruse.",4,15,Mbíághə̀ə̀,"finesse, ruse.",le papillon.,les mots.,le cercueil.
Que signifie « mfɑ̌h » ?,"veufs, veuves.",4,15,Mbíághə̀ə̀,"veufs, veuves.",la chèvre.,brisure., l'harmonica.
Que signifie « ncwâhnkhù » ?,l'essuie pied.,2,15,Mbíághə̀ə̀,l'essuie pied.,bouillie,la cuillère.,éboueur
Que signifie « ndàhnzhì » ?, un dictaphone,3,15,Mbíághə̀ə̀, un dictaphone,sauteur.,un marin , l'harmonica.
Que signifie « ndhʉ̀ʉ̄ » ?,chauve-souris.,3,15,Mbíághə̀ə̀,chauve-souris., un kamikaze,la gale.,prétexter.
Que signifie « ngámnjʉ̄njā' » ?,les oreillons.,4,15,Mbíághə̀ə̀,les oreillons.,vagabondage.,éboueur,le litre.
Que signifie « ngà'tēn » ?,le prisonnier.,2,15,Mbíághə̀ə̀,le prisonnier.,l'examinateur.,corps humain.,gros mangeur.
Que signifie « ngénɑ́ » ?,"aller, partir.",1,15,Mbíághə̀ə̀,"aller, partir.",sept.,savonner., un taximan
Que signifie « ngwè'sìtē'kə̄ə̄ » ?,pays lointain.,2,15,Mbíághə̀ə̀,pays lointain.,prophète.,balancer.,la cloche.
Que signifie « nkʉ̀' » ?,l'examinateur.,4,15,Mbíághə̀ə̀,l'examinateur.,l'hyène.,bec d'oiseau.,le cirage.
Que signifie « ntʉ̀ntàà (ntʉ̀tɛ̀ɛ̀) » ?,choux au taro.,4,15,Mbíághə̀ə̀,choux au taro.,la louche.,canine,sourd.
Que signifie « cám-pè'è » ?,un appartement.,2,15,Mbíághə̀ə̀,un appartement., un dictaphone,"bâton, canne.",bec d'oiseau.
Que signifie « fhʉ́wèn » ?,cadavre humain.,2,15,Mbíághə̀ə̀,cadavre humain., un dictaphone,gros mangeur.,quémandeur.
Que signifie « ngāhsī » ?,être turbulent.,1,15,Mbíághə̀ə̀,être turbulent.,les oreillons.,le strabisme.,brûlure.
Que signifie « kèēngwè' » ?,la constitution,3,15,Mbíághə̀ə̀,la constitution,blennorragie.,prophète.,fantômes.
Que signifie « mɑ̄ŋūyèh » ?,la tuberculose.,3,15,Mbíághə̀ə̀,la tuberculose.,la cloche.,la rouille.,le tapis.
Que signifie « mbàksì » ?,les parapluies.,2,15,Mbíághə̀ə̀,les parapluies.,la pharmacie.,corps humain.,pousser.
Que signifie « mbɑ̄' » ?,"tisser, natter.",1,15,Mbíághə̀ə̀,"tisser, natter.",une promesse.,charognard.,insomnie.
Que signifie « ncwē' » ?,"voleur, bandit.",1,15,Mbíághə̀ə̀,"voleur, bandit.",le parleur.,le cirage.,cadavre humain.
Que signifie « ndáá » ?,"coller, s'unir.",2,15,Mbíághə̀ə̀,"coller, s'unir.",se tromper.,les oreillons.,charpentier.
Que signifie « ndʉ̌'nzɑ̄ » ?,mois d'octobre.,2,15,Mbíághə̀ə̀,mois d'octobre.,le papillon.,l'herbe.,fruits.
Que signifie « ngà'mfɑ̌'mōh » ?,un électricien ,2,15,Mbíághə̀ə̀,un électricien ,la gale.,éboueur,les poumons.
Que signifie « ngà'mfɑ̌'ntǎ'ŋwɑ̀'nì » ?,bibliothécaire ,3,15,Mbíághə̀ə̀,bibliothécaire ,gros mangeur.,grand.,brisure.
Que signifie « nnē'pēn » ?,téter,2,15,Mbíághə̀ə̀,téter,un imitateur.,quémandeur.,le parleur.
Que signifie « nsēn » ?,être noir.,1,15,Mbíághə̀ə̀,être noir.,l'élastique.,le hérisson.,"bâton, canne."
